
---------- Begin Simulation Statistics ----------
sim_seconds                                  0.501843                       # Number of seconds simulated
sim_ticks                                501842998500                       # Number of ticks simulated
final_tick                               3738257516000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset)
sim_freq                                 1000000000000                       # Frequency of simulated ticks
host_inst_rate                                 151174                       # Simulator instruction rate (inst/s)
host_op_rate                                   188975                       # Simulator op (including micro ops) rate (op/s)
host_tick_rate                               34736999                       # Simulator tick rate (ticks/s)
host_mem_usage                                2475896                       # Number of bytes of host memory used
host_seconds                                 14446.93                       # Real time elapsed on the host
sim_insts                                  2184001880                       # Number of instructions simulated
sim_ops                                    2730115217                       # Number of ops (including micro ops) simulated
system.voltage_domain.voltage                       1                       # Voltage in Volts
system.clk_domain.clock                          1000                       # Clock period in ticks
system.mem_ctrls.pwrStateResidencyTicks::UNDEFINED 3738257516000                       # Cumulative time (in ticks) in various power states
system.mem_ctrls.bytes_read::switch_cpus0.dtb.walker        42048                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::switch_cpus0.itb.walker        20736                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::switch_cpus0.inst      3047808                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::switch_cpus0.data     22129408                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::switch_cpus1.dtb.walker        36608                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::switch_cpus1.itb.walker         1152                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::switch_cpus1.inst       669888                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::switch_cpus1.data      8893184                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::switch_cpus2.dtb.walker         8512                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::switch_cpus2.itb.walker         3776                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::switch_cpus2.inst      1915840                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::switch_cpus2.data      9599104                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::switch_cpus3.dtb.walker        17344                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::switch_cpus3.itb.walker         7168                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::switch_cpus3.inst      2963712                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::switch_cpus3.data     23646208                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::total           73002496                       # Number of bytes read from this memory
system.mem_ctrls.bytes_inst_read::switch_cpus0.inst      3047808                       # Number of instructions bytes read from this memory
system.mem_ctrls.bytes_inst_read::switch_cpus1.inst       669888                       # Number of instructions bytes read from this memory
system.mem_ctrls.bytes_inst_read::switch_cpus2.inst      1915840                       # Number of instructions bytes read from this memory
system.mem_ctrls.bytes_inst_read::switch_cpus3.inst      2963712                       # Number of instructions bytes read from this memory
system.mem_ctrls.bytes_inst_read::total       8597248                       # Number of instructions bytes read from this memory
system.mem_ctrls.bytes_written::writebacks     50856320                       # Number of bytes written to this memory
system.mem_ctrls.bytes_written::total        50856320                       # Number of bytes written to this memory
system.mem_ctrls.num_reads::switch_cpus0.dtb.walker          657                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::switch_cpus0.itb.walker          324                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::switch_cpus0.inst        47622                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::switch_cpus0.data       345772                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::switch_cpus1.dtb.walker          572                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::switch_cpus1.itb.walker           18                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::switch_cpus1.inst        10467                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::switch_cpus1.data       138956                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::switch_cpus2.dtb.walker          133                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::switch_cpus2.itb.walker           59                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::switch_cpus2.inst        29935                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::switch_cpus2.data       149986                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::switch_cpus3.dtb.walker          271                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::switch_cpus3.itb.walker          112                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::switch_cpus3.inst        46308                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::switch_cpus3.data       369472                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::total             1140664                       # Number of read requests responded to by this memory
system.mem_ctrls.num_writes::writebacks        794630                       # Number of write requests responded to by this memory
system.mem_ctrls.num_writes::total             794630                       # Number of write requests responded to by this memory
system.mem_ctrls.bw_read::switch_cpus0.dtb.walker        83787                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_read::switch_cpus0.itb.walker        41320                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_read::switch_cpus0.inst      6073230                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_read::switch_cpus0.data     44096277                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_read::switch_cpus1.dtb.walker        72947                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_read::switch_cpus1.itb.walker         2296                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_read::switch_cpus1.inst      1334856                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_read::switch_cpus1.data     17721048                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_read::switch_cpus2.dtb.walker        16961                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_read::switch_cpus2.itb.walker         7524                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_read::switch_cpus2.inst      3817608                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_read::switch_cpus2.data     19127703                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_read::switch_cpus3.dtb.walker        34561                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_read::switch_cpus3.itb.walker        14283                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_read::switch_cpus3.inst      5905656                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_read::switch_cpus3.data     47118736                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_read::total             145468794                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_inst_read::switch_cpus0.inst      6073230                       # Instruction read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_inst_read::switch_cpus1.inst      1334856                       # Instruction read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_inst_read::switch_cpus2.inst      3817608                       # Instruction read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_inst_read::switch_cpus3.inst      5905656                       # Instruction read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_inst_read::total         17131350                       # Instruction read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_write::writebacks       101339104                       # Write bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_write::total            101339104                       # Write bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_total::writebacks       101339104                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::switch_cpus0.dtb.walker        83787                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::switch_cpus0.itb.walker        41320                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::switch_cpus0.inst      6073230                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::switch_cpus0.data     44096277                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::switch_cpus1.dtb.walker        72947                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::switch_cpus1.itb.walker         2296                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::switch_cpus1.inst      1334856                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::switch_cpus1.data     17721048                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::switch_cpus2.dtb.walker        16961                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::switch_cpus2.itb.walker         7524                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::switch_cpus2.inst      3817608                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::switch_cpus2.data     19127703                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::switch_cpus3.dtb.walker        34561                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::switch_cpus3.itb.walker        14283                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::switch_cpus3.inst      5905656                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::switch_cpus3.data     47118736                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::total            246807899                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.readReqs                     1140664                       # Number of read requests accepted
system.mem_ctrls.writeReqs                     794630                       # Number of write requests accepted
system.mem_ctrls.readBursts                   1140664                       # Number of DRAM read bursts, including those serviced by the write queue
system.mem_ctrls.writeBursts                   794630                       # Number of DRAM write bursts, including those merged in the write queue
system.mem_ctrls.bytesReadDRAM               72716224                       # Total number of bytes read from DRAM
system.mem_ctrls.bytesReadWrQ                  286272                       # Total number of bytes read from write queue
system.mem_ctrls.bytesWritten                50854528                       # Total number of bytes written to DRAM
system.mem_ctrls.bytesReadSys                73002496                       # Total read bytes from the system interface side
system.mem_ctrls.bytesWrittenSys             50856320                       # Total written bytes from the system interface side
system.mem_ctrls.servicedByWrQ                   4473                       # Number of DRAM read bursts serviced by the write queue
system.mem_ctrls.mergedWrBursts                     0                       # Number of DRAM write bursts merged with an existing one
system.mem_ctrls.neitherReadNorWriteReqs            0                       # Number of requests that are neither read nor write
system.mem_ctrls.perBankRdBursts::0             46830                       # Per bank write bursts
system.mem_ctrls.perBankRdBursts::1             60206                       # Per bank write bursts
system.mem_ctrls.perBankRdBursts::2             61314                       # Per bank write bursts
system.mem_ctrls.perBankRdBursts::3             75609                       # Per bank write bursts
system.mem_ctrls.perBankRdBursts::4             68248                       # Per bank write bursts
system.mem_ctrls.perBankRdBursts::5             50051                       # Per bank write bursts
system.mem_ctrls.perBankRdBursts::6             95067                       # Per bank write bursts
system.mem_ctrls.perBankRdBursts::7            124197                       # Per bank write bursts
system.mem_ctrls.perBankRdBursts::8             86948                       # Per bank write bursts
system.mem_ctrls.perBankRdBursts::9             99908                       # Per bank write bursts
system.mem_ctrls.perBankRdBursts::10            88138                       # Per bank write bursts
system.mem_ctrls.perBankRdBursts::11            59685                       # Per bank write bursts
system.mem_ctrls.perBankRdBursts::12            53946                       # Per bank write bursts
system.mem_ctrls.perBankRdBursts::13            53309                       # Per bank write bursts
system.mem_ctrls.perBankRdBursts::14            62373                       # Per bank write bursts
system.mem_ctrls.perBankRdBursts::15            50362                       # Per bank write bursts
system.mem_ctrls.perBankWrBursts::0             36014                       # Per bank write bursts
system.mem_ctrls.perBankWrBursts::1             41653                       # Per bank write bursts
system.mem_ctrls.perBankWrBursts::2             43534                       # Per bank write bursts
system.mem_ctrls.perBankWrBursts::3             52418                       # Per bank write bursts
system.mem_ctrls.perBankWrBursts::4             47537                       # Per bank write bursts
system.mem_ctrls.perBankWrBursts::5             36901                       # Per bank write bursts
system.mem_ctrls.perBankWrBursts::6             65568                       # Per bank write bursts
system.mem_ctrls.perBankWrBursts::7             72214                       # Per bank write bursts
system.mem_ctrls.perBankWrBursts::8             62040                       # Per bank write bursts
system.mem_ctrls.perBankWrBursts::9             53322                       # Per bank write bursts
system.mem_ctrls.perBankWrBursts::10            63765                       # Per bank write bursts
system.mem_ctrls.perBankWrBursts::11            44418                       # Per bank write bursts
system.mem_ctrls.perBankWrBursts::12            43917                       # Per bank write bursts
system.mem_ctrls.perBankWrBursts::13            43388                       # Per bank write bursts
system.mem_ctrls.perBankWrBursts::14            49324                       # Per bank write bursts
system.mem_ctrls.perBankWrBursts::15            38589                       # Per bank write bursts
system.mem_ctrls.numRdRetry                         0                       # Number of times read queue was full causing retry
system.mem_ctrls.numWrRetry                        35                       # Number of times write queue was full causing retry
system.mem_ctrls.totGap                  501843032500                       # Total gap between requests
system.mem_ctrls.readPktSize::0                     0                       # Read request sizes (log2)
system.mem_ctrls.readPktSize::1                     0                       # Read request sizes (log2)
system.mem_ctrls.readPktSize::2                     0                       # Read request sizes (log2)
system.mem_ctrls.readPktSize::3                     0                       # Read request sizes (log2)
system.mem_ctrls.readPktSize::4                     0                       # Read request sizes (log2)
system.mem_ctrls.readPktSize::5                     0                       # Read request sizes (log2)
system.mem_ctrls.readPktSize::6               1140664                       # Read request sizes (log2)
system.mem_ctrls.writePktSize::0                    0                       # Write request sizes (log2)
system.mem_ctrls.writePktSize::1                    0                       # Write request sizes (log2)
system.mem_ctrls.writePktSize::2                    0                       # Write request sizes (log2)
system.mem_ctrls.writePktSize::3                    0                       # Write request sizes (log2)
system.mem_ctrls.writePktSize::4                    0                       # Write request sizes (log2)
system.mem_ctrls.writePktSize::5                    0                       # Write request sizes (log2)
system.mem_ctrls.writePktSize::6               794630                       # Write request sizes (log2)
system.mem_ctrls.rdQLenPdf::0                  683381                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::1                  386918                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::2                   46012                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::3                   16262                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::4                    2432                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::5                     840                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::6                     204                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::7                     100                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::8                      30                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::9                      11                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::10                      1                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::11                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::12                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::13                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::14                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::15                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::16                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::17                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::18                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::19                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::20                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::21                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::22                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::23                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::24                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::25                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::26                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::27                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::28                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::29                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::30                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::31                      0                       # What read queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::0                       0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::1                       0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::2                       0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::3                       1                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::4                       1                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::5                       1                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::6                       1                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::7                       1                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::8                       1                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::9                       1                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::10                      1                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::11                      1                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::12                      1                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::13                      1                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::14                      1                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::15                   9996                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::16                  10903                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::17                  30117                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::18                  43758                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::19                  46331                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::20                  47250                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::21                  47921                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::22                  48353                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::23                  49021                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::24                  49167                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::25                  50067                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::26                  50981                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::27                  50059                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::28                  51329                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::29                  54812                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::30                  50521                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::31                  50623                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::32                  47965                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::33                    680                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::34                    414                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::35                    419                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::36                    311                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::37                    296                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::38                    226                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::39                    207                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::40                    201                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::41                    174                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::42                    214                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::43                    181                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::44                    142                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::45                    145                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::46                    139                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::47                    127                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::48                     98                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::49                    113                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::50                    157                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::51                    152                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::52                     96                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::53                    129                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::54                    142                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::55                     86                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::56                    108                       # What write queue length does an incoming req see
